order_id,order_date,customer_id,category,unit_price,quantity,discount_pct,total_revenue,is_return,return_reason,payment_method,city,country
ORD-105924,2023-01-18,CUST-0750,Home,602.69,4,0.0,2410.75,0,,Credit Card,Phoenix,USA
ORD-104980,2023-01-18,CUST-1048,Electronics,500.67,4,0.1,1802.42,0,,Credit Card,Houston,USA
ORD-103957,2023-01-18,CUST-1908,Home,638.41,4,0.0,2553.63,0,,PayPal,Manchester,UK
ORD-105846,2023-01-18,CUST-0821,Toys,35.12,1,0.0,35.12,0,,Crypto,Houston,USA
ORD-106110,2023-01-18,CUST-0935,Fashion,106.47,2,0.0,212.94,0,,Crypto,Vancouver,Canada
ORD-103440,2023-01-18,CUST-0661,Beauty,465.39,1,0.15,395.58,0,,Bank Transfer,Los Angeles,USA
ORD-100279,2023-01-18,CUST-1753,Toys,101.84,5,0.1,458.27,0,,Crypto,Manchester,UK
ORD-103600,2023-01-18,CUST-0342,Books,283.15,1,0.0,283.15,0,,PayPal,Houston,USA
ORD-104813,2023-01-18,CUST-0337,Books,70.9,3,0.0,212.69,0,,Bank Transfer,Los Angeles,USA
ORD-103623,2023-01-18,CUST-1241,Fashion,59.77,5,0.05,283.91,0,,Credit Card,London,UK
ORD-104862,2023-01-18,CUST-0541,Beauty,252.96,3,0.2,607.11,0,,Credit Card,London,UK
ORD-101332,2023-01-18,CUST-1276,Books,503.89,3,0.15,1284.93,0,,Credit Card,Chicago,USA
ORD-105658,2023-01-19,CUST-0162,Fashion,569.14,3,0.0,1707.41,0,,Credit Card,Phoenix,USA
ORD-106881,2023-01-19,CUST-0439,Home,353.28,1,0.0,353.28,0,,PayPal,Toronto,Canada
ORD-103488,2023-01-19,CUST-0273,Books,764.62,2,0.15,1299.85,0,,Crypto,New York,USA
ORD-100267,2023-01-19,CUST-1467,Home,193.76,2,0.0,387.52,0,,Crypto,Toronto,Canada
ORD-103669,2023-01-19,CUST-0587,Toys,236.08,4,0.15,802.69,0,,Bank Transfer,Manchester,UK
ORD-107308,2023-01-19,CUST-0180,Home,107.59,4,0.0,430.36,0,,PayPal,Manchester,UK
ORD-100869,2023-01-19,CUST-1906,Electronics,570.12,4,0.0,2280.49,0,,PayPal,Sydney,Australia
ORD-101063,2023-01-19,CUST-0502,Toys,61.99,5,0.0,309.93,0,,Crypto,Manchester,UK
ORD-103527,2023-01-19,CUST-0738,Fashion,169.15,5,0.0,845.77,0,,Bank Transfer,Manchester,UK
ORD-107590,2023-01-20,CUST-0877,Toys,85.31,1,0.15,72.51,0,,Crypto,Vancouver,Canada
ORD-104248,2023-01-20,CUST-0660,Beauty,401.96,1,0.0,401.96,0,,Bank Transfer,London,UK
ORD-101114,2023-01-20,CUST-1458,Electronics,763.56,3,0.0,2290.68,0,,Credit Card,New York,USA
ORD-107085,2023-01-20,CUST-1569,Books,490.4,3,0.1,1324.09,0,,PayPal,Toronto,Canada
ORD-105216,2023-01-20,CUST-0177,Toys,500.97,5,0.1,2254.36,0,,Credit Card,Los Angeles,USA
ORD-104118,2023-01-21,CUST-1676,Home,295.49,3,0.0,886.46,0,,Crypto,Vancouver,Canada
ORD-106546,2023-01-21,CUST-1859,Books,548.94,3,0.0,1646.81,0,,PayPal,London,UK
ORD-104894,2023-01-21,CUST-0462,Beauty,60.01,5,0.0,300.06,0,,Crypto,Los Angeles,USA
ORD-101918,2023-01-21,CUST-1045,Toys,496.68,3,0.0,1490.05,0,,Bank Transfer,London,UK
ORD-107892,2023-01-21,CUST-1288,Beauty,119.78,2,0.1,215.6,0,,Debit Card,Los Angeles,USA
ORD-104287,2023-01-21,CUST-0813,Electronics,782.71,2,0.2,1252.34,0,,Crypto,Vancouver,Canada
ORD-100587,2023-01-21,CUST-0335,Toys,84.16,2,0.15,143.07,0,,Bank Transfer,Sydney,Australia
ORD-105383,2023-01-21,CUST-0146,Electronics,139.42,1,0.2,111.54,0,,Debit Card,Toronto,Canada
ORD-102556,2023-01-22,CUST-1096,Books,390.79,3,0.1,1055.14,0,,Credit Card,Phoenix,USA
ORD-101674,2023-01-22,CUST-1781,Books,541.56,2,0.0,1083.11,0,,Credit Card,Vancouver,Canada
ORD-102009,2023-01-22,CUST-1527,Electronics,601.13,2,0.0,1202.25,0,,Credit Card,Vancouver,Canada
ORD-100554,2023-01-22,CUST-1960,Fashion,48.15,5,0.0,240.74,0,,Debit Card,Manchester,UK
ORD-102078,2023-01-22,CUST-0805,Fashion,266.24,4,0.0,1064.96,0,,Credit Card,New York,USA
ORD-106786,2023-01-22,CUST-0387,Beauty,782.34,2,0.0,1564.69,0,,Crypto,Chicago,USA
ORD-103077,2023-01-22,CUST-0643,Fashion,436.4,3,0.1,1178.29,0,,Bank Transfer,Manchester,UK
ORD-102138,2023-01-22,CUST-1798,Books,644.46,1,0.0,644.46,0,,Credit Card,Chicago,USA
ORD-107666,2023-01-22,CUST-0798,Beauty,266.82,3,0.15,680.4,0,,Credit Card,Los Angeles,USA
ORD-100611,2023-01-22,CUST-0834,Home,434.72,4,0.1,1564.99,0,,PayPal,Chicago,USA
ORD-103210,2023-01-22,CUST-1844,Beauty,342.12,1,0.05,325.02,0,,Debit Card,Phoenix,USA
ORD-102292,2023-01-22,CUST-1866,Books,143.55,5,0.15,610.09,0,,PayPal,Vancouver,Canada
ORD-100027,2023-01-22,CUST-0241,Home,32.7,4,0.0,130.82,0,,Credit Card,Vancouver,Canada
ORD-104155,2023-01-22,CUST-0094,Beauty,29.04,3,0.0,87.13,0,,PayPal,Vancouver,Canada
ORD-103188,2023-01-23,CUST-1090,Electronics,767.99,3,0.1,2073.57,0,,Credit Card,Los Angeles,USA
ORD-107275,2023-01-23,CUST-0215,Toys,397.64,4,0.1,1431.52,0,,Crypto,Manchester,UK
ORD-102419,2023-01-23,CUST-0711,Toys,292.15,2,0.05,555.09,0,,Debit Card,Chicago,USA
ORD-100585,2023-01-23,CUST-1797,Electronics,386.04,4,0.2,1235.34,0,,Debit Card,Toronto,Canada
ORD-106350,2023-01-23,CUST-0399,Books,664.72,1,0.2,531.77,0,,PayPal,New York,USA
ORD-105031,2023-01-23,CUST-1264,Toys,201.28,1,0.1,181.16,0,,PayPal,Sydney,Australia
ORD-107734,2023-01-23,CUST-0244,Toys,377.14,5,0.15,1602.86,0,,PayPal,New York,USA
ORD-103605,2023-01-23,CUST-1416,Toys,67.62,3,0.15,172.44,0,,Credit Card,Los Angeles,USA
ORD-102697,2023-01-23,CUST-1198,Home,727.64,2,0.05,1382.53,0,,PayPal,Phoenix,USA
ORD-102903,2023-01-24,CUST-1368,Electronics,796.1,5,0.15,3383.42,0,,Crypto,Chicago,USA
ORD-105148,2023-01-24,CUST-1892,Electronics,263.43,3,0.1,711.26,0,,Credit Card,Sydney,Australia
ORD-101553,2023-01-24,CUST-0256,Electronics,718.37,1,0.15,610.62,0,,PayPal,Los Angeles,USA
ORD-102844,2023-01-24,CUST-0608,Beauty,660.24,2,0.15,1122.4,0,,PayPal,Sydney,Australia
ORD-104954,2023-01-24,CUST-0031,Electronics,213.73,3,0.0,641.2,0,,Crypto,London,UK
ORD-104711,2023-01-24,CUST-1081,Home,236.89,2,0.0,473.78,0,,Credit Card,Vancouver,Canada
ORD-107126,2023-01-24,CUST-0595,Fashion,736.57,5,0.1,3314.55,0,,Debit Card,New York,USA
ORD-102654,2023-01-24,CUST-1182,Toys,29.3,3,0.1,79.12,0,,Credit Card,Chicago,USA
